achalasia-of-cardia.K11_ACHAL	K11_ACHAL
non-cancer-illness-code-self-reported-dry-eyes.20002_1529	20002_1529
non-cancer-illness-code-self-reported-duodenal-ulcer.20002_1457	20002_1457
non-cancer-illness-code-self-reported-dupuytrens-contracture.20002_1544	20002_1544
non-cancer-illness-code-self-reported-dyspepsia-indigestion.20002_1510	20002_1510
non-cancer-illness-code-self-reported-earvestibular-disorder.20002_1415	20002_1415
non-cancer-illness-code-self-reported-eczemadermatitis.20002_1452	20002_1452
non-cancer-illness-code-self-reported-emphysema.20002_1472	20002_1472
non-cancer-illness-code-self-reported-emphysemachronic-bronchitis.20002_1113	20002_1113
non-cancer-illness-code-self-reported-encephalitis.20002_1246	20002_1246
non-cancer-illness-code-self-reported-epilepsy.20002_1264	20002_1264
non-cancer-illness-code-self-reported-essential-hypertension.20002_1072	20002_1072
non-cancer-illness-code-self-reported-eye-infection.20002_1274	20002_1274
non-cancer-illness-code-self-reported-eye-trauma.20002_1279	20002_1279
non-cancer-illness-code-self-reported-eyeeyelid-problem.20002_1242	20002_1242
non-cancer-illness-code-self-reported-femoral-hernia.20002_1605	20002_1605
non-cancer-illness-code-self-reported-fibromyalgia.20002_1542	20002_1542
non-cancer-illness-code-self-reported-food-intolerance.20002_1562	20002_1562
non-cancer-illness-code-self-reported-fracture-clavicle-collar-bone.20002_1631	20002_1631
non-cancer-illness-code-self-reported-fracture-face-orbit-eye-socket.20002_1629	20002_1629
non-cancer-illness-code-self-reported-fracture-fibula.20002_1653	20002_1653
non-cancer-illness-code-self-reported-fracture-finger.20002_1639	20002_1639
non-cancer-illness-code-self-reported-fracture-foot.20002_1654	20002_1654
non-cancer-illness-code-self-reported-fracture-forearm-wrist.20002_1634	20002_1634
non-cancer-illness-code-self-reported-fracture-hand.20002_1638	20002_1638
non-cancer-illness-code-self-reported-fracture-jaw.20002_1627	20002_1627
non-cancer-illness-code-self-reported-fracture-lower-leg-ankle.20002_1651	20002_1651
non-cancer-illness-code-self-reported-fracture-metatarsal.20002_1655	20002_1655
non-cancer-illness-code-self-reported-fracture-neck-of-femur-hip.20002_1648	20002_1648
non-cancer-illness-code-self-reported-fracture-nose.20002_1628	20002_1628
non-cancer-illness-code-self-reported-fracture-patella-knee.20002_1650	20002_1650
non-cancer-illness-code-self-reported-fracture-pelvis.20002_1647	20002_1647
non-cancer-illness-code-self-reported-fracture-radius.20002_1635	20002_1635
non-cancer-illness-code-self-reported-fracture-rib.20002_1644	20002_1644
non-cancer-illness-code-self-reported-fracture-shaft-of-femur.20002_1649	20002_1649
non-cancer-illness-code-self-reported-fracture-shoulder-scapula.20002_1632	20002_1632
non-cancer-illness-code-self-reported-fracture-skull-head.20002_1626	20002_1626
non-cancer-illness-code-self-reported-fracture-tibia.20002_1652	20002_1652
non-cancer-illness-code-self-reported-fracture-toe.20002_1656	20002_1656
non-cancer-illness-code-self-reported-fracture-ulna.20002_1636	20002_1636
non-cancer-illness-code-self-reported-fracture-upper-arm-humerus-elbow.20002_1633	20002_1633
non-cancer-illness-code-self-reported-fracture-vertebra-crush-fracture-vertebral-collapse.20002_1646	20002_1646
non-cancer-illness-code-self-reported-fracture-wrist-colles-fracture.20002_1637	20002_1637
non-cancer-illness-code-self-reported-gall-bladder-disease.20002_1161	20002_1161
non-cancer-illness-code-self-reported-gastricstomach-ulcers.20002_1142	20002_1142
non-cancer-illness-code-self-reported-gastritisgastric-erosions.20002_1143	20002_1143
non-cancer-illness-code-self-reported-gastro-oesophageal-reflux-gord-gastric-reflux.20002_1138	20002_1138
non-cancer-illness-code-self-reported-gastroenteritisdysentry.20002_1509	20002_1509
non-cancer-illness-code-self-reported-gastrointestinal-bleeding.20002_1191	20002_1191
non-cancer-illness-code-self-reported-glaucoma.20002_1277	20002_1277
non-cancer-illness-code-self-reported-gout.20002_1466	20002_1466
non-cancer-illness-code-self-reported-haemorrhoids-piles.20002_1505	20002_1505
non-cancer-illness-code-self-reported-hayfeverallergic-rhinitis.20002_1387	20002_1387
non-cancer-illness-code-self-reported-head-injury.20002_1266	20002_1266
non-cancer-illness-code-self-reported-headaches-not-migraine.20002_1436	20002_1436
non-cancer-illness-code-self-reported-heart-arrhythmia.20002_1077	20002_1077
non-cancer-illness-code-self-reported-heart-attackmyocardial-infarction.20002_1075	20002_1075
non-cancer-illness-code-self-reported-heart-failurepulmonary-odema.20002_1076	20002_1076
non-cancer-illness-code-self-reported-heart-valve-problemheart-murmur.20002_1078	20002_1078
non-cancer-illness-code-self-reported-heartcardiac-problem.20002_1066	20002_1066
non-cancer-illness-code-self-reported-helicobacter-pylori.20002_1442	20002_1442
non-cancer-illness-code-self-reported-hepatitis-a.20002_1578	20002_1578
non-cancer-illness-code-self-reported-hepatitis.20002_1155	20002_1155
non-cancer-illness-code-self-reported-hereditarygenetic-haematological-disorder.20002_1451	20002_1451
non-cancer-illness-code-self-reported-herpes-simplex.20002_1575	20002_1575
non-cancer-illness-code-self-reported-hiatus-hernia.20002_1474	20002_1474
non-cancer-illness-code-self-reported-high-cholesterol.20002_1473	20002_1473
non-cancer-illness-code-self-reported-hivaids.20002_1439	20002_1439
non-cancer-illness-code-self-reported-hypertension.20002_1065	20002_1065
non-cancer-illness-code-self-reported-hyperthyroidismthyrotoxicosis.20002_1225	20002_1225
non-cancer-illness-code-self-reported-hypopituitarism.20002_1430	20002_1430
non-cancer-illness-code-self-reported-hypothyroidismmyxoedema.20002_1226	20002_1226
non-cancer-illness-code-self-reported-infectious-mononucleosis-glandular-fever-epstein-barr-virus-ebv.20002_1567	20002_1567
non-cancer-illness-code-self-reported-infectiveviral-hepatitis.20002_1156	20002_1156
non-cancer-illness-code-self-reported-inflammatory-bowel-disease.20002_1461	20002_1461
non-cancer-illness-code-self-reported-inguinal-hernia.20002_1513	20002_1513
non-cancer-illness-code-self-reported-insomnia.20002_1616	20002_1616
non-cancer-illness-code-self-reported-interstitial-lung-disease.20002_1115	20002_1115
non-cancer-illness-code-self-reported-iritis.20002_1530	20002_1530
non-cancer-illness-code-self-reported-iron-deficiency-anaemia.20002_1330	20002_1330
non-cancer-illness-code-self-reported-irregular-heart-beat.20002_1485	20002_1485
non-cancer-illness-code-self-reported-irritable-bowel-syndrome.20002_1154	20002_1154
non-cancer-illness-code-self-reported-jaundice-unknown-cause.20002_1508	20002_1508
non-cancer-illness-code-self-reported-joint-disorder.20002_1295	20002_1295
non-cancer-illness-code-self-reported-joint-pain.20002_1537	20002_1537
non-cancer-illness-code-self-reported-kidney-stoneureter-stonebladder-stone.20002_1197	20002_1197
non-cancer-illness-code-self-reported-labyrinthitis.20002_1499	20002_1499
non-cancer-illness-code-self-reported-leg-claudication-intermittent-claudication.20002_1087	20002_1087
non-cancer-illness-code-self-reported-lichen-planus.20002_1549	20002_1549
non-cancer-illness-code-self-reported-lichen-sclerosis.20002_1550	20002_1550
non-cancer-illness-code-self-reported-liver-failurecirrhosis.20002_1158	20002_1158
non-cancer-illness-code-self-reported-liverbiliarypancreas-problem.20002_1136	20002_1136
non-cancer-illness-code-self-reported-low-plateletsplatelet-disorder.20002_1327	20002_1327
non-cancer-illness-code-self-reported-lymphoedema.20002_1495	20002_1495
non-cancer-illness-code-self-reported-macular-degeneration.20002_1528	20002_1528
non-cancer-illness-code-self-reported-malabsorptioncoeliac-disease.20002_1456	20002_1456
non-cancer-illness-code-self-reported-malaria.20002_1441	20002_1441
non-cancer-illness-code-self-reported-maniabipolar-disordermanic-depression.20002_1291	20002_1291
non-cancer-illness-code-self-reported-measles-morbillivirus.20002_1568	20002_1568
non-cancer-illness-code-self-reported-menieres-disease.20002_1421	20002_1421
non-cancer-illness-code-self-reported-meningitis.20002_1247	20002_1247
non-cancer-illness-code-self-reported-migraine.20002_1265	20002_1265
non-cancer-illness-code-self-reported-mitral-regurgitation-incompetence.20002_1585	20002_1585
non-cancer-illness-code-self-reported-multiple-sclerosis.20002_1261	20002_1261
non-cancer-illness-code-self-reported-mumps-epidemic-parotitis.20002_1569	20002_1569
non-cancer-illness-code-self-reported-muscle-or-soft-tissue-injuries.20002_1406	20002_1406
non-cancer-illness-code-self-reported-musclesoft-tissue-problem.20002_1297	20002_1297
non-cancer-illness-code-self-reported-myasthenia-gravis.20002_1437	20002_1437
non-cancer-illness-code-self-reported-myositismyopathy.20002_1322	20002_1322
non-cancer-illness-code-self-reported-nasal-polyps.20002_1417	20002_1417
non-cancer-illness-code-self-reported-nasalsinus-disorder.20002_1413	20002_1413
non-cancer-illness-code-self-reported-neck-probleminjury.20002_1545	20002_1545
non-cancer-illness-code-self-reported-nephritis.20002_1608	20002_1608
non-cancer-illness-code-self-reported-nervous-breakdown.20002_1288	20002_1288
non-cancer-illness-code-self-reported-neurological-injurytrauma.20002_1240	20002_1240
non-cancer-illness-code-self-reported-non-infective-hepatitis.20002_1157	20002_1157
non-cancer-illness-code-self-reported-oesophageal-disorder.20002_1134	20002_1134
non-cancer-illness-code-self-reported-oesophagitisbarretts-oesophagus.20002_1139	20002_1139
non-cancer-illness-code-self-reported-optic-neuritis.20002_1435	20002_1435
non-cancer-illness-code-self-reported-osteoarthritis.20002_1465	20002_1465
non-cancer-illness-code-self-reported-osteomyelitis.20002_1308	20002_1308
non-cancer-illness-code-self-reported-osteopenia.20002_1617	20002_1617
non-cancer-illness-code-self-reported-osteoporosis.20002_1309	20002_1309
non-cancer-illness-code-self-reported-other-abdominal-problem.20002_1137	20002_1137
non-cancer-illness-code-self-reported-other-joint-disorder.20002_1467	20002_1467
non-cancer-illness-code-self-reported-other-neurological-problem.20002_1434	20002_1434
non-cancer-illness-code-self-reported-other-renalkidney-problem.20002_1405	20002_1405
non-cancer-illness-code-self-reported-other-respiratory-problems.20002_1117	20002_1117
non-cancer-illness-code-self-reported-otosclerosis.20002_1420	20002_1420
non-cancer-illness-code-self-reported-pancreatitis.20002_1165	20002_1165
non-cancer-illness-code-self-reported-parathyroid-gland-problem-not-cancer.20002_1229	20002_1229
non-cancer-illness-code-self-reported-parkinsons-disease.20002_1262	20002_1262
non-cancer-illness-code-self-reported-peptic-ulcer.20002_1400	20002_1400
non-cancer-illness-code-self-reported-pericardial-problem.20002_1080	20002_1080
non-cancer-illness-code-self-reported-peripheral-nerve-disorder.20002_1254	20002_1254
non-cancer-illness-code-self-reported-peripheral-nerve-injury.20002_1394	20002_1394
non-cancer-illness-code-self-reported-peripheral-neuropathy.20002_1255	20002_1255
non-cancer-illness-code-self-reported-peripheral-vascular-disease.20002_1067	20002_1067
non-cancer-illness-code-self-reported-peritonitis.20002_1190	20002_1190
non-cancer-illness-code-self-reported-pernicious-anaemia.20002_1331	20002_1331
non-cancer-illness-code-self-reported-pituitary-adenomatumour.20002_1238	20002_1238
non-cancer-illness-code-self-reported-plantar-fascitis.20002_1540	20002_1540
non-cancer-illness-code-self-reported-pleurisy.20002_1125	20002_1125
non-cancer-illness-code-self-reported-pneumonia.20002_1398	20002_1398
non-cancer-illness-code-self-reported-pneumothorax.20002_1497	20002_1497
non-cancer-illness-code-self-reported-polio-poliomyelitis.20002_1526	20002_1526
non-cancer-illness-code-self-reported-polycystic-kidney.20002_1427	20002_1427
non-cancer-illness-code-self-reported-polycythaemia-vera.20002_1438	20002_1438
non-cancer-illness-code-self-reported-polymyalgia-rheumatica.20002_1377	20002_1377
non-cancer-illness-code-self-reported-post-traumatic-stress-disorder.20002_1469	20002_1469
non-cancer-illness-code-self-reported-prolapsed-discslipped-disc.20002_1312	20002_1312
non-cancer-illness-code-self-reported-psoriasis.20002_1453	20002_1453
non-cancer-illness-code-self-reported-psoriatic-arthropathy.20002_1477	20002_1477
non-cancer-illness-code-self-reported-psychologicalpsychiatric-problem.20002_1243	20002_1243
non-cancer-illness-code-self-reported-pulmonary-embolism-dvt.20002_1093	20002_1093
non-cancer-illness-code-self-reported-pyloric-stenosis.20002_1501	20002_1501
non-cancer-illness-code-self-reported-raynauds-phenomenondisease.20002_1561	20002_1561
non-cancer-illness-code-self-reported-rectal-or-colon-adenomapolyps.20002_1460	20002_1460
non-cancer-illness-code-self-reported-rectal-prolapse.20002_1603	20002_1603
non-cancer-illness-code-self-reported-renal-failure-not-requiring-dialysis.20002_1194	20002_1194
non-cancer-illness-code-self-reported-renal-failure-requiring-dialysis.20002_1193	20002_1193
non-cancer-illness-code-self-reported-renalkidney-failure.20002_1192	20002_1192
non-cancer-illness-code-self-reported-retinal-arteryvein-occlusion.20002_1282	20002_1282
non-cancer-illness-code-self-reported-retinal-detachment.20002_1281	20002_1281
non-cancer-illness-code-self-reported-retinal-problem.20002_1275	20002_1275
non-cancer-illness-code-self-reported-rheumatic-fever.20002_1479	20002_1479
non-cancer-illness-code-self-reported-rheumatoid-arthritis.20002_1464	20002_1464
non-cancer-illness-code-self-reported-rosacea.20002_1660	20002_1660
non-cancer-illness-code-self-reported-rubella-german-measles.20002_1570	20002_1570
non-cancer-illness-code-self-reported-sarcoidosis.20002_1371	20002_1371
non-cancer-illness-code-self-reported-scarlet-fever-scarlatina.20002_1677	20002_1677
non-cancer-illness-code-self-reported-schizophrenia.20002_1289	20002_1289
non-cancer-illness-code-self-reported-sciatica.20002_1476	20002_1476
non-cancer-illness-code-self-reported-sclerodermasystemic-sclerosis.20002_1384	20002_1384
non-cancer-illness-code-self-reported-scoliosis.20002_1535	20002_1535
non-cancer-illness-code-self-reported-septicaemia-sepsis.20002_1657	20002_1657
non-cancer-illness-code-self-reported-shingles.20002_1573	20002_1573
non-cancer-illness-code-self-reported-sjogrens-syndromesicca-syndrome.20002_1382	20002_1382
non-cancer-illness-code-self-reported-sleep-apnoea.20002_1123	20002_1123
non-cancer-illness-code-self-reported-spinal-cord-disorder.20002_1251	20002_1251
non-cancer-illness-code-self-reported-spinal-injury.20002_1267	20002_1267
non-cancer-illness-code-self-reported-spinal-stenosis.20002_1536	20002_1536
non-cancer-illness-code-self-reported-spine-arthritisspondylitis.20002_1311	20002_1311
non-cancer-illness-code-self-reported-spontaneous-pneumothoraxrecurrent-pneumothorax.20002_1126	20002_1126
non-cancer-illness-code-self-reported-stomach-disorder.20002_1135	20002_1135
non-cancer-illness-code-self-reported-stress.20002_1614	20002_1614
non-cancer-illness-code-self-reported-stroke.20002_1081	20002_1081
non-cancer-illness-code-self-reported-subarachnoid-haemorrhage.20002_1086	20002_1086
non-cancer-illness-code-self-reported-subdural-haemorrhagehaematoma.20002_1083	20002_1083
non-cancer-illness-code-self-reported-svt-supraventricular-tachycardia.20002_1487	20002_1487
non-cancer-illness-code-self-reported-systemic-lupus-erythematosissle.20002_1381	20002_1381
non-cancer-illness-code-self-reported-tendonitis-tendinitis-tenosynovitis.20002_1619	20002_1619
non-cancer-illness-code-self-reported-tennis-elbow-lateral-epicondylitis.20002_1623	20002_1623
non-cancer-illness-code-self-reported-throat-or-larynx-disorder.20002_1414	20002_1414
non-cancer-illness-code-self-reported-thyroid-goitre.20002_1610	20002_1610
non-cancer-illness-code-self-reported-thyroid-problem-not-cancer.20002_1224	20002_1224
non-cancer-illness-code-self-reported-thyroiditis.20002_1428	20002_1428
non-cancer-illness-code-self-reported-tinnitus-tiniitis.20002_1597	20002_1597
non-cancer-illness-code-self-reported-tonsiltis.20002_1598	20002_1598
non-cancer-illness-code-self-reported-transient-ischaemic-attack-tia.20002_1082	20002_1082
non-cancer-illness-code-self-reported-trapped-nervecompressed-nerve.20002_1257	20002_1257
non-cancer-illness-code-self-reported-trigemminal-neuralgia.20002_1523	20002_1523
non-cancer-illness-code-self-reported-tuberculosis-tb.20002_1440	20002_1440
non-cancer-illness-code-self-reported-type-1-diabetes.20002_1222	20002_1222
non-cancer-illness-code-self-reported-type-2-diabetes.20002_1223	20002_1223
non-cancer-illness-code-self-reported-ulcerative-colitis.20002_1463	20002_1463
non-cancer-illness-code-self-reported-umbilical-hernia.20002_1512	20002_1512
non-cancer-illness-code-self-reported-unclassifiable.20002_99999	20002_99999
non-cancer-illness-code-self-reported-ureteric-obstructionhydronephrosis.20002_1200	20002_1200
non-cancer-illness-code-self-reported-urinary-frequency-incontinence.20002_1202	20002_1202
non-cancer-illness-code-self-reported-urinary-tract-infectionkidney-infection.20002_1196	20002_1196
non-cancer-illness-code-self-reported-urticaria.20002_1563	20002_1563
non-cancer-illness-code-self-reported-varicose-veins.20002_1494	20002_1494
non-cancer-illness-code-self-reported-vasculitis.20002_1372	20002_1372
non-cancer-illness-code-self-reported-vertigo.20002_1500	20002_1500
non-cancer-illness-code-self-reported-vitiligo.20002_1661	20002_1661
non-cancer-illness-code-self-reported-vocal-cord-polyp.20002_1419	20002_1419
non-cancer-illness-code-self-reported-whooping-cough-pertussis.20002_1572	20002_1572
non-follicular-lymphoma.C_NONFOLLICULAR_LYMPHOMA	C_NONFOLLICULAR_LYMPHOMA
non-rheumatic-valve-diseases.I9_NONRHEVALV	I9_NONRHEVALV
nonalcoholic-fatty-liver-disease.NAFLD	NAFLD
noninfectious-colitis-nas.COLITNONINFNAS	COLITNONINFNAS
nontraumatic-intracranial-haemmorrhage.I9_INTRACRA	I9_INTRACRA
nucleated-red-blood-cell-percentage.30230	30230
number-of-children-fathered.2405	2405
number-of-correct-matches-in-round.398	398
number-of-depression-episodes.4620	4620
number-of-pregnancy-terminations.3849	3849
number-of-spontaneous-miscarriages.3839	3839
number-of-stillbirths.3829	3829
number-of-times-self-harmed.20482	20482
number-of-times-snap-button-pressed.403	403
obesity.E4_OBESITY	E4_OBESITY
oesophageal-obstruction.K11_OESOBST	K11_OESOBST
olecranon-bursitis.M13_OLECRANONBURSITIS	M13_OLECRANONBURSITIS
ongoing-addiction-or-dependence-to-over-the-counter-medication.20504	20504
ongoing-addiction-to-alcohol.20415	20415
ongoing-behavioural-or-miscellanous-addiction.20432	20432
osteoporosis.M13_OSTEOPOROSIS	M13_OSTEOPOROSIS
otalgia.H8_OTALGIA	H8_OTALGIA
other-joint-disorders.M13_OTHERJOINT	M13_OTHERJOINT
other-necrotizing-vasculopathies.M13_NECROVASC	M13_NECROVASC
other-systemic-involvement-of-connective-tissue.M13_OTHCONN	M13_OTHCONN
otitis-externa-unspecified.H8_EXT_NAS	H8_EXT_NAS
otitis-externa.H8_EXTOTITIS	H8_EXTOTITIS
otitis-media-unspecified.H8_OTIMEDNAS	H8_OTIMEDNAS
otorrhoea.H8_OTORRHOEA	H8_OTORRHOEA
overall-health-rating.2178	2178
p-duration.12338_raw	12338_raw
panic-disorder.F5_PANIC	F5_PANIC
paralytic-ileus-and-intestinal-obstruction.K11_ILEUS	K11_ILEUS
paralytic-strabismus.H7_PARASTRAB	H7_PARASTRAB
pathologicalrecurrent-dislocation-and-subluxation-of-joint-not-elsewhere-classified.M13_PATHODISLOCATIO	M13_PATHODISLOCATIO
peak-expiratory-flow-pef.3064_raw	3064_raw
pericarditis.I9_PERICARD	I9_PERICARD
perichondritis-of-external-ear.H8_PERCHRONDR	H8_PERCHRONDR
peripheral-artery-disease.I9_PAD	I9_PAD
peripheral-atherosclerosis.DM_PERIPHATHERO	DM_PERIPHATHERO
personality-disorders.KRA_PSY_PERSON	KRA_PSY_PERSON
plantar-fascial-fibromatosis.M13_PLANTARFASC	M13_PLANTARFASC
plays-computer-games.2237	2237
polyarthropathies.M13_POLYARTHROPATHIES	M13_POLYARTHROPATHIES
primary_lymphoid-and-hematopoietic-malignant-neoplasms.C3_PRIMARY_LYMPHOID_HEMATOPOIETIC	C3_PRIMARY_LYMPHOID_HEMATOPOIETIC
primary-angle-closure-glaucoma.H7_GLAUCCLOSEPRIM	H7_GLAUCCLOSEPRIM
primary-coxarthrosis-bilateral.PRIM_COXARTHROSIS	PRIM_COXARTHROSIS
